baseline_name,filename_actual,folder,mean_AUC_ROC,difficulty,data_len,ratio,type_an,filepath
879.test.csv@1.out,879.test.csv@1.out,SVDB,0.547810975,Hard,230400,0.365060764,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SVDB\879.test.csv@1.out
E-11.test.out,E-11.test.out,NASA-SMAP,0.7881994774166667,Easy,11394,8514.0,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\NASA-SMAP\E-11.test.out
D-5.test.out,D-5.test.out,NASA-SMAP,0.8966189454166668,Easy,10189,7628.0,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\NASA-SMAP\D-5.test.out
D-12.test.out,D-12.test.out,NASA-SMAP,0.7319177172727273,Easy,8230,7918.0,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\NASA-SMAP\D-12.test.out
E-2.test.out,E-2.test.out,NASA-SMAP,0.7166041796666667,Easy,11412,8532.0,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\NASA-SMAP\E-2.test.out
F-2.test.out,F-2.test.out,NASA-SMAP,0.6328317075833334,Medium,11487,8626.0,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\NASA-SMAP\F-2.test.out
E-9.test.out,E-9.test.out,NASA-SMAP,0.6394806244166665,Medium,11182,8302.0,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\NASA-SMAP\E-9.test.out
E-12.test.out,E-12.test.out,NASA-SMAP,0.4917078444166667,Hard,11392,8512.0,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\NASA-SMAP\E-12.test.out
G-1.test.out,G-1.test.out,NASA-SMAP,0.5357514090833333,Hard,11289,8469.0,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\NASA-SMAP\G-1.test.out
NAB_data_art1_5.out,NAB_data_art1_5.out,NAB,0.7227953169166668,Easy,4031,0.099727115,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\NAB\NAB_data_art1_5.out
NAB_data_Traffic_1.out,NAB_data_Traffic_1.out,NAB,0.6748613548333334,Medium,2499,0.098439376,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\NAB\NAB_data_Traffic_1.out
NAB_data_CloudWatch_5.out,NAB_data_CloudWatch_5.out,NAB,0.68473961175,Medium,4031,0.084842471,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\NAB\NAB_data_CloudWatch_5.out
NAB_data_CloudWatch_2.out,NAB_data_CloudWatch_2.out,NAB,0.6155758723333333,Hard,4031,0.09923096,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\NAB\NAB_data_CloudWatch_2.out
NAB_data_CloudWatch_4.out,NAB_data_CloudWatch_4.out,NAB,0.597831171,Hard,4031,0.099727115,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\NAB\NAB_data_CloudWatch_4.out
NAB_data_art1_1.out,NAB_data_art1_1.out,NAB,0.4903693243333333,Hard,4031,0.099727115,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\NAB\NAB_data_art1_1.out
NAB_data_KnownCause_4.out,NAB_data_KnownCause_4.out,NAB,0.5953391009166668,Hard,22694,0.099762052,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\NAB\NAB_data_KnownCause_4.out
NAB_data_Exchange_2.out,NAB_data_Exchange_2.out,NAB,0.5605365438333333,Hard,1623,0.098582871,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\NAB\NAB_data_Exchange_2.out
S09R01E0.test.csv@1.out,S09R01E0.test.csv@1.out,Daphnet,0.6384842860000001,Medium,9600,0.033645833,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\Daphnet\S09R01E0.test.csv@1.out
S03R03E4.test.csv@2.out,S03R03E4.test.csv@2.out,Daphnet,0.6273748275000001,Medium,9600,0.027916667,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\Daphnet\S03R03E4.test.csv@2.out
S03R02E0.test.csv@7.out,S03R02E0.test.csv@7.out,Daphnet,0.5879868733333333,Hard,16640,0.138581731,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\Daphnet\S03R02E0.test.csv@7.out
S01R02E0.test.csv@6.out,S01R02E0.test.csv@6.out,Daphnet,0.6163910471666667,Hard,28800,0.053715278,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\Daphnet\S01R02E0.test.csv@6.out
S09R01E0.test.csv@8.out,S09R01E0.test.csv@8.out,Daphnet,0.6027440760833334,Hard,9600,0.033645833,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\Daphnet\S09R01E0.test.csv@8.out
S09R01E0.test.csv@5.out,S09R01E0.test.csv@5.out,Daphnet,0.6191558016666666,Hard,9600,0.033645833,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\Daphnet\S09R01E0.test.csv@5.out
F-5.test.out,F-5.test.out,NASA-MSL,0.7343773605833334,Easy,6520,3922.0,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\NASA-MSL\F-5.test.out
D-14.test.out,D-14.test.out,NASA-MSL,0.8191980680000001,Easy,6300,2625.0,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\NASA-MSL\D-14.test.out
M-6.test.out,M-6.test.out,NASA-MSL,0.7619789858181818,Easy,3614,2049.0,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\NASA-MSL\M-6.test.out
S-2.test.out,S-2.test.out,NASA-MSL,0.6359105706363637,Medium,2753,1827.0,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\NASA-MSL\S-2.test.out
T-5.test.out,T-5.test.out,NASA-MSL,0.6184526335454545,Hard,4490,2218.0,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\NASA-MSL\T-5.test.out
8.test.out,8.test.out,MGAB,0.63918637725,Medium,100000,0.002,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\MGAB\8.test.out
3.test.out,3.test.out,MGAB,0.6845910739166667,Medium,100000,0.002,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\MGAB\3.test.out
2.test.out,2.test.out,MGAB,0.6180699121666666,Hard,100000,0.002,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\MGAB\2.test.out
room-occupancy.train.csv@4.out,room-occupancy.train.csv@4.out,Occupancy,0.7244667103333332,Easy,8143,0.212329608,mixed,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\Occupancy\room-occupancy.train.csv@4.out
room-occupancy-0.test.csv@3.out,room-occupancy-0.test.csv@3.out,Occupancy,0.7108037751666667,Easy,2665,0.364727955,mixed,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\Occupancy\room-occupancy-0.test.csv@3.out
room-occupancy-0.test.csv@1.out,room-occupancy-0.test.csv@1.out,Occupancy,0.65651397425,Medium,2665,0.364727955,mixed,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\Occupancy\room-occupancy-0.test.csv@1.out
KPI-54350a12-7a9d-3ca8-b81f-f886b9d156fd.test.out,KPI-54350a12-7a9d-3ca8-b81f-f886b9d156fd.test.out,IOPS,0.7787400998333331,Easy,8866,0.006993007,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\IOPS\KPI-54350a12-7a9d-3ca8-b81f-f886b9d156fd.test.out
KPI-0efb375b-b902-3661-ab23-9a0bb799f4e3.test.out,KPI-0efb375b-b902-3661-ab23-9a0bb799f4e3.test.out,IOPS,0.6256702481666667,Medium,8784,0.001479964,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\IOPS\KPI-0efb375b-b902-3661-ab23-9a0bb799f4e3.test.out
KPI-ab216663-dcc2-3a24-b1ee-2c3e550e06c9.test.out,KPI-ab216663-dcc2-3a24-b1ee-2c3e550e06c9.test.out,IOPS,0.54466324425,Hard,10780,0.017346939,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\IOPS\KPI-ab216663-dcc2-3a24-b1ee-2c3e550e06c9.test.out
genesis-anomalies.test.csv@1.out,genesis-anomalies.test.csv@1.out,Genesis,0.75368245825,Easy,16220,0.003082614,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\Genesis\genesis-anomalies.test.csv@1.out
genesis-anomalies.test.csv@6.out,genesis-anomalies.test.csv@6.out,Genesis,0.65111988975,Medium,16220,0.003082614,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\Genesis\genesis-anomalies.test.csv@6.out
genesis-anomalies.test.csv@3.out,genesis-anomalies.test.csv@3.out,Genesis,0.6205570845833334,Hard,16220,0.003082614,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\Genesis\genesis-anomalies.test.csv@3.out
MBA_ECG803_data.out,MBA_ECG803_data.out,ECG,0.7628094848333333,Easy,230400,0.047851563,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\ECG\MBA_ECG803_data.out
MBA_ECG801_data.out,MBA_ECG801_data.out,ECG,0.57014145975,Hard,227900,0.126700307,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\ECG\MBA_ECG801_data.out
stb-2.test.out,stb-2.test.out,SensorScope,0.5045674176666667,Hard,29553,0.127804284,sequence,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\SensorScope\stb-2.test.out
101-freeway-traffic.test.out,101-freeway-traffic.test.out,Dodgers,0.5835690265000001,Hard,50400,0.111349206,mixed,C:\Users\gkost\thesis_timeseries\TSB-UAD\data\TSB-UAD-Public\Dodgers\101-freeway-traffic.test.out
